title,movieId,genres,year,genre_list
I'm Gonna Git You Sucka (1988),4066,Action|Comedy,1988.0,"['Action', 'Comedy']"
Beverly Hills Cop II (1987),4084,Action|Comedy|Crime|Thriller,1987.0,"['Action', 'Comedy', 'Crime', 'Thriller']"
Beverly Hills Cop (1984),4085,Action|Comedy|Crime|Drama,1984.0,"['Action', 'Comedy', 'Crime', 'Drama']"
"Big Easy, The (1987)",4086,Action|Crime|Mystery|Romance|Thriller,1987.0,"['Action', 'Crime', 'Mystery', 'Romance', 'Thriller']"
Empire of the Sun (1987),4103,Action|Adventure|Drama|War,1987.0,"['Action', 'Adventure', 'Drama', 'War']"
Innerspace (1987),4121,Action|Adventure|Comedy|Sci-Fi,1987.0,"['Action', 'Adventure', 'Comedy', 'Sci-Fi']"
Masters of the Universe (1987),4133,Action|Adventure|Fantasy|Sci-Fi,1987.0,"['Action', 'Adventure', 'Fantasy', 'Sci-Fi']"
Left Behind: The Movie (2000),4142,Action|Adventure|Drama|Thriller,2000.0,"['Action', 'Adventure', 'Drama', 'Thriller']"
3000 Miles to Graceland (2001),4159,Action|Thriller,2001.0,"['Action', 'Thriller']"
"Mexican, The (2001)",4161,Action|Comedy,2001.0,"['Action', 'Comedy']"
Series 7: The Contenders (2001),4166,Action|Drama,2001.0,"['Action', 'Drama']"
Reform School Girls (1986),4180,Action|Drama,1986.0,"['Action', 'Drama']"
Double Impact (1991),4200,Action,1991.0,['Action']
Harley Davidson and the Marlboro Man (1991),4203,Action|Crime|Drama,1991.0,"['Action', 'Crime', 'Drama']"
Navy Seals (1990),4207,Action|Adventure|War,1990.0,"['Action', 'Adventure', 'War']"
Manhunter (1986),4210,Action|Crime|Drama|Horror|Thriller,1986.0,"['Action', 'Crime', 'Drama', 'Horror', 'Thriller']"
Exit Wounds (2001),4224,Action|Thriller,2001.0,"['Action', 'Thriller']"
Spy Kids (2001),4232,Action|Adventure|Children|Comedy,2001.0,"['Action', 'Adventure', 'Children', 'Comedy']"
Along Came a Spider (2001),4238,Action|Crime|Mystery|Thriller,2001.0,"['Action', 'Crime', 'Mystery', 'Thriller']"
Scarface (1983),4262,Action|Crime|Drama,1983.0,"['Action', 'Crime', 'Drama']"
Driven (2001),4265,Action|Thriller,2001.0,"['Action', 'Thriller']"
"Mummy Returns, The (2001)",4270,Action|Adventure|Comedy|Thriller,2001.0,"['Action', 'Adventure', 'Comedy', 'Thriller']"
Krull (1983),4275,Action|Adventure|Fantasy|Sci-Fi,1983.0,"['Action', 'Adventure', 'Fantasy', 'Sci-Fi']"
"Knight's Tale, A (2001)",4299,Action|Comedy|Romance,2001.0,"['Action', 'Comedy', 'Romance']"
Pearl Harbor (2001),4310,Action|Drama|Romance|War,2001.0,"['Action', 'Drama', 'Romance', 'War']"
Von Ryan's Express (1965),4339,Action|Adventure|Drama|War,1965.0,"['Action', 'Adventure', 'Drama', 'War']"
Swordfish (2001),4344,Action|Crime|Drama,2001.0,"['Action', 'Crime', 'Drama']"
Point Break (1991),4351,Action|Crime|Thriller,1991.0,"['Action', 'Crime', 'Thriller']"
Uncommon Valor (1983),4353,Action|War,1983.0,"['Action', 'War']"
Youngblood (1986),4355,Action|Drama,1986.0,"['Action', 'Drama']"
Lara Croft: Tomb Raider (2001),4367,Action|Adventure,2001.0,"['Action', 'Adventure']"
"Fast and the Furious, The (2001)",4369,Action|Crime|Thriller,2001.0,"['Action', 'Crime', 'Thriller']"
Kiss of the Dragon (2001),4387,Action,2001.0,['Action']
"Cannonball Run, The (1981)",4396,Action|Comedy,1981.0,"['Action', 'Comedy']"
Cannonball Run II (1984),4397,Action|Comedy,1984.0,"['Action', 'Comedy']"
"10th Victim, The (La decima vittima) (1965)",4434,Action|Comedy|Sci-Fi|Thriller,1965.0,"['Action', 'Comedy', 'Sci-Fi', 'Thriller']"
"Fist of Fury (Chinese Connection, The) (Jing wu men) (1972)",4438,Action|Drama|Romance|Thriller,1972.0,"['Action', 'Drama', 'Romance', 'Thriller']"
"Big Boss, The (Fists of Fury) (Tang shan da xiong) (1971)",4440,Action|Thriller,1971.0,"['Action', 'Thriller']"
Game of Death (1978),4441,Action,1978.0,['Action']
"Last Dragon, The (1985)",4442,Action|Comedy|Drama,1985.0,"['Action', 'Comedy', 'Drama']"
Outland (1981),4443,Action|Sci-Fi|Thriller,1981.0,"['Action', 'Sci-Fi', 'Thriller']"
"Way of the Dragon, The (a.k.a. Return of the Dragon) (Meng long guo jiang) (1972)",4444,Action|Crime,1972.0,"['Action', 'Crime']"
"Score, The (2001)",4448,Action|Drama,2001.0,"['Action', 'Drama']"
Above the Law (1988),4466,Action|Crime|Drama,1988.0,"['Action', 'Crime', 'Drama']"
Colors (1988),4488,Action|Crime|Drama,1988.0,"['Action', 'Crime', 'Drama']"
Dead Heat (1988),4497,Action|Comedy|Horror|Sci-Fi,1988.0,"['Action', 'Comedy', 'Horror', 'Sci-Fi']"
"Dead Pool, The (1988)",4498,Action|Crime|Thriller,1988.0,"['Action', 'Crime', 'Thriller']"
Red Heat (1988),4531,Action,1988.0,['Action']
"Tetsuo, the Ironman (Tetsuo) (1988)",4552,Action|Horror|Sci-Fi|Thriller,1988.0,"['Action', 'Horror', 'Sci-Fi', 'Thriller']"
They Live (1988),4553,Action|Sci-Fi|Thriller,1988.0,"['Action', 'Sci-Fi', 'Thriller']"
American Ninja (1985),4565,Action|Adventure,1985.0,"['Action', 'Adventure']"
Best of the Best (1989),4568,Action,1989.0,['Action']
Black Rain (1989),4572,Action|Crime|Drama,1989.0,"['Action', 'Crime', 'Drama']"
Blind Fury (1989),4574,Action|Thriller,1989.0,"['Action', 'Thriller']"
Cyborg (1989),4580,Action|Sci-Fi,1989.0,"['Action', 'Sci-Fi']"
Disorganized Crime (1989),4583,Action|Comedy,1989.0,"['Action', 'Comedy']"
Farewell to the King (1989),4594,Action|War,1989.0,"['Action', 'War']"
Gleaming the Cube (1989),4597,Action|Drama|Mystery,1989.0,"['Action', 'Drama', 'Mystery']"
K-9 (1989),4613,Action|Comedy|Crime,1989.0,"['Action', 'Comedy', 'Crime']"
Kickboxer (1989),4614,Action,1989.0,['Action']
Next of Kin (1989),4629,Action|Crime|Thriller,1989.0,"['Action', 'Crime', 'Thriller']"
No Holds Barred (1989),4630,Action,1989.0,['Action']
"Package, The (1989)",4632,Action|Thriller,1989.0,"['Action', 'Thriller']"
Pink Cadillac (1989),4635,Action|Comedy|Drama,1989.0,"['Action', 'Comedy', 'Drama']"
"Punisher, The (1989)",4636,Action,1989.0,['Action']
Jurassic Park III (2001),4638,Action|Adventure|Sci-Fi|Thriller,2001.0,"['Action', 'Adventure', 'Sci-Fi', 'Thriller']"
Brother (2000),4640,Action|Crime|Thriller,2000.0,"['Action', 'Crime', 'Thriller']"
Planet of the Apes (2001),4643,Action|Adventure|Drama|Sci-Fi,2001.0,"['Action', 'Adventure', 'Drama', 'Sci-Fi']"
Road House (1989),4654,Action|Drama,1989.0,"['Action', 'Drama']"
Tango & Cash (1989),4673,Action|Comedy|Crime|Thriller,1989.0,"['Action', 'Comedy', 'Crime', 'Thriller']"
Three Fugitives (1989),4675,Action|Comedy,1989.0,"['Action', 'Comedy']"
Rush Hour 2 (2001),4701,Action|Comedy,2001.0,"['Action', 'Comedy']"
"Battle Creek Brawl (Big Brawl, The) (1980)",4717,Action|Comedy,1980.0,"['Action', 'Comedy']"
Osmosis Jones (2001),4719,Action|Animation|Comedy|Crime|Drama|Romance|Thriller,2001.0,"['Action', 'Animation', 'Comedy', 'Crime', 'Drama', 'Romance', 'Thriller']"
American Outlaws (2001),4721,Action|Comedy|Western,2001.0,"['Action', 'Comedy', 'Western']"
3 Ninjas (1992),4748,Action|Children|Comedy,1992.0,"['Action', 'Children', 'Comedy']"
3 Ninjas Kick Back (1994),4749,Action|Children|Comedy,1994.0,"['Action', 'Children', 'Comedy']"
3 Ninjas Knuckle Up (1995),4750,Action|Children,1995.0,"['Action', 'Children']"
"Musketeer, The (2001)",4756,Action|Adventure|Drama|Romance,2001.0,"['Action', 'Adventure', 'Drama', 'Romance']"
"It's a Mad, Mad, Mad, Mad World (1963)",4799,Action|Adventure|Comedy|Crime,1963.0,"['Action', 'Adventure', 'Comedy', 'Crime']"
King Solomon's Mines (1937),4800,Action|Adventure|Drama|Romance|Thriller,1937.0,"['Action', 'Adventure', 'Drama', 'Romance', 'Thriller']"
Operation Petticoat (1959),4802,Action|Comedy|Romance|War,1959.0,"['Action', 'Comedy', 'Romance', 'War']"
Extreme Days (2001),4818,Action|Adventure|Comedy|Drama,2001.0,"['Action', 'Adventure', 'Comedy', 'Drama']"
"Big Red One, The (1980)",4826,Action|Adventure|Drama|War,1980.0,"['Action', 'Adventure', 'Drama', 'War']"
Iron Monkey (Siu nin Wong Fei-hung ji: Tit Ma Lau) (1993),4846,Action|Comedy,1993.0,"['Action', 'Comedy']"
Spriggan (Supurigan) (1998),4850,Action|Animation|Sci-Fi,1998.0,"['Action', 'Animation', 'Sci-Fi']"
Dirty Harry (1971),4855,Action|Crime|Thriller,1971.0,"['Action', 'Crime', 'Thriller']"
"Last Castle, The (2001)",4866,Action,2001.0,['Action']
High Heels and Low Lifes (2001),4879,Action|Comedy|Crime|Drama,2001.0,"['Action', 'Comedy', 'Crime', 'Drama']"
"One, The (2001)",4887,Action|Sci-Fi|Thriller,2001.0,"['Action', 'Sci-Fi', 'Thriller']"
Spy Game (2001),4901,Action|Crime|Drama|Thriller,2001.0,"['Action', 'Crime', 'Drama', 'Thriller']"
"Beastmaster, The (1982)",4915,Action|Adventure|Fantasy,1982.0,"['Action', 'Adventure', 'Fantasy']"
"Final Countdown, The (1980)",4939,Action|Sci-Fi,1980.0,"['Action', 'Sci-Fi']"
Flash Gordon (1980),4941,Action|Adventure|Sci-Fi,1980.0,"['Action', 'Adventure', 'Sci-Fi']"
"Eye for an Eye, An (1981)",4946,Action|Crime|Thriller,1981.0,"['Action', 'Crime', 'Thriller']"
"Gauntlet, The (1977)",4947,Action,1977.0,['Action']
"Stunt Man, The (1980)",4956,Action|Adventure|Comedy|Drama|Romance|Thriller,1980.0,"['Action', 'Adventure', 'Comedy', 'Drama', 'Romance', 'Thriller']"
Behind Enemy Lines (2001),4958,Action|Drama|War,2001.0,"['Action', 'Drama', 'War']"
"Business of Strangers, The (2001)",4965,Action|Drama|Thriller,2001.0,"['Action', 'Drama', 'Thriller']"
Sheena (1984),4985,Action|Adventure|Fantasy,1984.0,"['Action', 'Adventure', 'Fantasy']"
Spacehunter: Adventures in the Forbidden Zone (1983),4987,Action|Adventure|Sci-Fi,1983.0,"['Action', 'Adventure', 'Sci-Fi']"
Black Hawk Down (2001),5010,Action|Drama|War,2001.0,"['Action', 'Drama', 'War']"
"Brotherhood of the Wolf (Pacte des loups, Le) (2001)",5026,Action|Mystery|Thriller,2001.0,"['Action', 'Mystery', 'Thriller']"
Another 48 Hrs. (1990),5027,Action|Comedy|Crime|Drama|Thriller,1990.0,"['Action', 'Comedy', 'Crime', 'Drama', 'Thriller']"
Dragonslayer (1981),5039,Action|Adventure|Fantasy,1981.0,"['Action', 'Adventure', 'Fantasy']"
Conan the Destroyer (1984),5040,Action|Adventure|Fantasy,1984.0,"['Action', 'Adventure', 'Fantasy']"
Impostor (2002),5046,Action|Drama|Sci-Fi|Thriller,2002.0,"['Action', 'Drama', 'Sci-Fi', 'Thriller']"
Kung Pow: Enter the Fist (2002),5047,Action|Comedy,2002.0,"['Action', 'Comedy']"
48 Hrs. (1982),5049,Action|Comedy|Crime|Drama,1982.0,"['Action', 'Comedy', 'Crime', 'Drama']"
Dragon: The Bruce Lee Story (1993),5055,Action|Drama,1993.0,"['Action', 'Drama']"
The Count of Monte Cristo (2002),5064,Action|Adventure|Drama|Thriller,2002.0,"['Action', 'Adventure', 'Drama', 'Thriller']"
Escaflowne: The Movie (Escaflowne) (2000),5069,Action|Adventure|Animation|Drama|Fantasy,2000.0,"['Action', 'Adventure', 'Animation', 'Drama', 'Fantasy']"
Collateral Damage (2002),5093,Action|Thriller,2002.0,"['Action', 'Thriller']"
Rollerball (2002),5094,Action|Sci-Fi,2002.0,"['Action', 'Sci-Fi']"
We Were Soldiers (2002),5152,Action|Drama|War,2002.0,"['Action', 'Drama', 'War']"
"Big Bird Cage, The (1972)",5155,Action,1972.0,['Action']
"Big Doll House, The (1971)",5156,Action,1971.0,['Action']
All About the Benjamins (2002),5170,Action|Comedy|Crime,2002.0,"['Action', 'Comedy', 'Crime']"
"Time Machine, The (2002)",5171,Action|Adventure|Sci-Fi,2002.0,"['Action', 'Adventure', 'Sci-Fi']"
Hangar 18 (1980),5181,Action|Sci-Fi|Thriller,1980.0,"['Action', 'Sci-Fi', 'Thriller']"
Ffolkes (1979),5209,Action|Adventure|Thriller,1979.0,"['Action', 'Adventure', 'Thriller']"
"Octagon, The (1980)",5212,Action,1980.0,['Action']
Resident Evil (2002),5219,Action|Horror|Sci-Fi|Thriller,2002.0,"['Action', 'Horror', 'Sci-Fi', 'Thriller']"
Showtime (2002),5220,Action|Comedy,2002.0,"['Action', 'Comedy']"
Running Scared (1980),5240,Action|Drama,1980.0,"['Action', 'Drama']"
Shogun Assassin (1980),5244,Action|Adventure,1980.0,"['Action', 'Adventure']"
Smokey and the Bandit II (1980),5246,Action|Comedy,1980.0,"['Action', 'Comedy']"
Smokey and the Bandit (1977),5247,Action|Comedy,1977.0,"['Action', 'Comedy']"
Smokey and the Bandit III (1983),5248,Action|Comedy,1983.0,"['Action', 'Comedy']"
Blade II (2002),5254,Action|Horror|Thriller,2002.0,"['Action', 'Horror', 'Thriller']"
Clockstoppers (2002),5264,Action|Adventure|Sci-Fi|Thriller,2002.0,"['Action', 'Adventure', 'Sci-Fi', 'Thriller']"
3:10 to Yuma (1957),5300,Action|Adventure|Drama|Thriller|Western,1957.0,"['Action', 'Adventure', 'Drama', 'Thriller', 'Western']"
The Scorpion King (2002),5313,Action|Adventure|Fantasy|Thriller,2002.0,"['Action', 'Adventure', 'Fantasy', 'Thriller']"
Spider-Man (2002),5349,Action|Adventure|Sci-Fi|Thriller,2002.0,"['Action', 'Adventure', 'Sci-Fi', 'Thriller']"
Star Wars: Episode II - Attack of the Clones (2002),5378,Action|Adventure|Sci-Fi|IMAX,2002.0,"['Action', 'Adventure', 'Sci-Fi', 'IMAX']"
Insomnia (2002),5388,Action|Crime|Drama|Mystery|Thriller,2002.0,"['Action', 'Crime', 'Drama', 'Mystery', 'Thriller']"
Rapid Fire (1992),5409,Action,1992.0,['Action']
Bad Company (2002),5414,Action|Comedy|Crime,2002.0,"['Action', 'Comedy', 'Crime']"
"Bourne Identity, The (2002)",5418,Action|Mystery|Thriller,2002.0,"['Action', 'Mystery', 'Thriller']"
Windtalkers (2002),5420,Action|Drama|War,2002.0,"['Action', 'Drama', 'War']"
Gangster No. 1 (2000),5423,Action|Crime|Thriller,2000.0,"['Action', 'Crime', 'Thriller']"
Men at Work (1990),5438,Action|Comedy,1990.0,"['Action', 'Comedy']"
V. I. Warshawski (1991),5442,Action|Comedy|Crime,1991.0,"['Action', 'Comedy', 'Crime']"
Minority Report (2002),5445,Action|Crime|Mystery|Sci-Fi|Thriller,2002.0,"['Action', 'Crime', 'Mystery', 'Sci-Fi', 'Thriller']"
Men in Black II (a.k.a. MIIB) (a.k.a. MIB 2) (2002),5459,Action|Comedy|Sci-Fi,2002.0,"['Action', 'Comedy', 'Sci-Fi']"
"Powerpuff Girls, The (2002)",5460,Action|Animation|Children|Comedy,2002.0,"['Action', 'Animation', 'Children', 'Comedy']"
Reign of Fire (2002),5463,Action|Adventure|Fantasy,2002.0,"['Action', 'Adventure', 'Fantasy']"
Eight Legged Freaks (2002),5478,Action|Comedy|Horror|Sci-Fi,2002.0,"['Action', 'Comedy', 'Horror', 'Sci-Fi']"
K-19: The Widowmaker (2002),5479,Action|Adventure|Drama|Thriller,2002.0,"['Action', 'Adventure', 'Drama', 'Thriller']"
The Big Bus (1976),5490,Action|Comedy,1976.0,"['Action', 'Comedy']"
In Like Flint (1967),5493,Action|Adventure|Comedy,1967.0,"['Action', 'Adventure', 'Comedy']"
xXx (2002),5507,Action|Crime|Thriller,2002.0,"['Action', 'Crime', 'Thriller']"
"Principal, The (1987)",5521,Action|Crime|Drama,1987.0,"['Action', 'Crime', 'Drama']"
Rollerball (1975),5522,Action|Drama|Sci-Fi,1975.0,"['Action', 'Drama', 'Sci-Fi']"
"Adventures of Pluto Nash, The (2002)",5523,Action|Adventure|Comedy|Sci-Fi,2002.0,"['Action', 'Adventure', 'Comedy', 'Sci-Fi']"
Clash of the Titans (1981),5540,Action|Adventure|Fantasy|Romance,1981.0,"['Action', 'Adventure', 'Fantasy', 'Romance']"
Hot Shots! (1991),5541,Action|Comedy|Romance|War,1991.0,"['Action', 'Comedy', 'Romance', 'War']"
"Swarm, The (1978)",5543,Action|Horror|Sci-Fi,1978.0,"['Action', 'Horror', 'Sci-Fi']"
"Transporter, The (2002)",5574,Action|Crime,2002.0,"['Action', 'Crime']"
Aspen Extreme (1993),5580,Action,1993.0,['Action']
Ballistic: Ecks vs. Sever (2002),5609,Action|Thriller,2002.0,"['Action', 'Thriller']"
Trapped (2002),5612,Action|Thriller,2002.0,"['Action', 'Thriller']"
"Tuxedo, The (2002)",5621,Action|Comedy,2002.0,"['Action', 'Comedy']"
Wasabi (2001),5628,Action|Comedy|Crime|Drama|Thriller,2001.0,"['Action', 'Comedy', 'Crime', 'Drama', 'Thriller']"
Godzilla vs. Mothra (Mosura tai Gojira) (1964),5638,Action|Adventure|Fantasy|Sci-Fi,1964.0,"['Action', 'Adventure', 'Fantasy', 'Sci-Fi']"
Flashback (1990),5657,Action|Adventure|Comedy|Crime|Drama,1990.0,"['Action', 'Adventure', 'Comedy', 'Crime', 'Drama']"
Knockaround Guys (2002),5665,Action|Comedy|Crime,2002.0,"['Action', 'Comedy', 'Crime']"
Formula 51 (2001),5678,Action|Comedy|Crime|Thriller,2001.0,"['Action', 'Comedy', 'Crime', 'Thriller']"
The Pumaman (1980),5700,Action|Adventure|Fantasy|Sci-Fi,1980.0,"['Action', 'Adventure', 'Fantasy', 'Sci-Fi']"
"Friend Is a Treasure, A (Chi Trova Un Amico, Trova un Tesoro) (Who Finds a Friend Finds a Treasure) (1981)",5720,Action|Adventure|Comedy,1981.0,"['Action', 'Adventure', 'Comedy']"
Galaxy of Terror (Quest) (1981),5746,Action|Horror|Mystery|Sci-Fi,1981.0,"['Action', 'Horror', 'Mystery', 'Sci-Fi']"
"Professional, The (Le professionnel) (1981)",5782,Action|Drama|Thriller,1981.0,"['Action', 'Drama', 'Thriller']"
Jackass: The Movie (2002),5785,Action|Comedy|Documentary,2002.0,"['Action', 'Comedy', 'Documentary']"
Paid in Full (2002),5786,Action|Drama,2002.0,"['Action', 'Drama']"
Casino Royale (1967),5796,Action|Adventure|Comedy,1967.0,"['Action', 'Adventure', 'Comedy']"
I Spy (2002),5803,Action|Adventure|Comedy|Crime,2002.0,"['Action', 'Adventure', 'Comedy', 'Crime']"
Dog Soldiers (2002),5833,Action|Horror,2002.0,"['Action', 'Horror']"
Toy Soldiers (1991),5843,Action|Drama,1991.0,"['Action', 'Drama']"
Die Another Day (2002),5872,Action|Adventure|Thriller,2002.0,"['Action', 'Adventure', 'Thriller']"
Extreme Ops (2002),5880,Action|Adventure|Crime|Thriller,2002.0,"['Action', 'Adventure', 'Crime', 'Thriller']"
Zulu (1964),5899,Action|Drama|War,1964.0,"['Action', 'Drama', 'War']"
Equilibrium (2002),5903,Action|Sci-Fi|Thriller,2002.0,"['Action', 'Sci-Fi', 'Thriller']"
Victory (a.k.a. Escape to Victory) (1981),5915,Action|Drama|War,1981.0,"['Action', 'Drama', 'War']"
Attila (Attila Flagello di Dio) (1982),5922,Action,1982.0,['Action']
Star Trek: Nemesis (2002),5944,Action|Drama|Sci-Fi|Thriller,2002.0,"['Action', 'Drama', 'Sci-Fi', 'Thriller']"
Blue Steel (1990),5961,Action|Thriller,1990.0,"['Action', 'Thriller']"
"Duellists, The (1977)",5965,Action|War,1977.0,"['Action', 'War']"
Heavy Metal 2000 (2000),5999,Action|Adventure|Animation|Fantasy|Sci-Fi,2000.0,"['Action', 'Adventure', 'Animation', 'Fantasy', 'Sci-Fi']"
Kangaroo Jack (2003),6013,Action|Comedy,2003.0,"['Action', 'Comedy']"
National Security (2003),6014,Action|Comedy,2003.0,"['Action', 'Comedy']"
City of God (Cidade de Deus) (2002),6016,Action|Adventure|Crime|Drama|Thriller,2002.0,"['Action', 'Adventure', 'Crime', 'Drama', 'Thriller']"
"Harder They Come, The (1973)",6051,Action|Crime|Drama,1973.0,"['Action', 'Crime', 'Drama']"
Biker Boyz (2003),6057,Action|Crime|Drama,2003.0,"['Action', 'Crime', 'Drama']"
"Recruit, The (2003)",6059,Action|Thriller,2003.0,"['Action', 'Thriller']"
Firefox (1982),6078,Action|Sci-Fi|Thriller,1982.0,"['Action', 'Sci-Fi', 'Thriller']"
Dragon Lord (a.k.a. Dragon Strike) (Long Xiao Ye) (1982),6095,Action,1982.0,['Action']
Shanghai Knights (2003),6156,Action|Adventure|Comedy,2003.0,"['Action', 'Adventure', 'Comedy']"
Daredevil (2003),6157,Action|Crime,2003.0,"['Action', 'Crime']"
Dark Blue (2003),6185,Action|Crime|Drama|Thriller,2003.0,"['Action', 'Crime', 'Drama', 'Thriller']"
Gods and Generals (2003),6186,Action|Drama|War,2003.0,"['Action', 'Drama', 'War']"
Cradle 2 the Grave (2003),6196,Action|Crime|Drama|Thriller,2003.0,"['Action', 'Crime', 'Drama', 'Thriller']"
Volcano High (Whasango) (2001),6210,Action|Comedy,2001.0,"['Action', 'Comedy']"
Tears of the Sun (2003),6213,Action|Drama|Thriller,2003.0,"['Action', 'Drama', 'Thriller']"
"Hunted, The (2003)",6219,Action|Drama|Thriller,2003.0,"['Action', 'Drama', 'Thriller']"
"Core, The (2003)",6264,Action|Drama|Sci-Fi|Thriller,2003.0,"['Action', 'Drama', 'Sci-Fi', 'Thriller']"
"Man Apart, A (2003)",6280,Action|Crime|Drama|Thriller,2003.0,"['Action', 'Crime', 'Drama', 'Thriller']"
Cowboy Bebop: The Movie (Cowboy Bebop: Tengoku no Tobira) (2001),6283,Action|Animation|Sci-Fi|Thriller,2001.0,"['Action', 'Animation', 'Sci-Fi', 'Thriller']"
Bulletproof Monk (2003),6294,Action|Adventure|Sci-Fi,2003.0,"['Action', 'Adventure', 'Sci-Fi']"
Flickering Lights (Blinkende lygter) (2000),6300,Action|Comedy|Crime,2000.0,"['Action', 'Comedy', 'Crime']"
X2: X-Men United (2003),6333,Action|Adventure|Sci-Fi|Thriller,2003.0,"['Action', 'Adventure', 'Sci-Fi', 'Thriller']"
Laputa: Castle in the Sky (Tenkû no shiro Rapyuta) (1986),6350,Action|Adventure|Animation|Children|Fantasy|Sci-Fi,1986.0,"['Action', 'Adventure', 'Animation', 'Children', 'Fantasy', 'Sci-Fi']"
"Matrix Reloaded, The (2003)",6365,Action|Adventure|Sci-Fi|Thriller|IMAX,2003.0,"['Action', 'Adventure', 'Sci-Fi', 'Thriller', 'IMAX']"
"Italian Job, The (2003)",6378,Action|Crime,2003.0,"['Action', 'Crime']"
"2 Fast 2 Furious (Fast and the Furious 2, The) (2003)",6383,Action|Crime|Thriller,2003.0,"['Action', 'Crime', 'Thriller']"
Once a Thief (Zong heng si hai) (1991),6387,Action|Comedy|Crime|Thriller,1991.0,"['Action', 'Comedy', 'Crime', 'Thriller']"
"Crazies, The (a.k.a. Code Name: Trixie) (1973)",6395,Action|Drama|Horror|Sci-Fi|Thriller,1973.0,"['Action', 'Drama', 'Horror', 'Sci-Fi', 'Thriller']"
Live Wire (1992),6417,Action,1992.0,['Action']
"Flight of the Phoenix, The (1965)",6448,Action|Adventure|Drama,1965.0,"['Action', 'Adventure', 'Drama']"
Hollywood Homicide (2003),6484,Action|Crime|Drama,2003.0,"['Action', 'Crime', 'Drama']"
28 Days Later (2002),6502,Action|Horror|Sci-Fi,2002.0,"['Action', 'Horror', 'Sci-Fi']"
Charlie's Angels: Full Throttle (2003),6503,Action|Adventure|Comedy|Crime|Thriller,2003.0,"['Action', 'Adventure', 'Comedy', 'Crime', 'Thriller']"
Fulltime Killer (Chuen jik sat sau) (2001),6506,Action|Thriller,2001.0,"['Action', 'Thriller']"
Hulk (2003),6534,Action|Adventure|Sci-Fi,2003.0,"['Action', 'Adventure', 'Sci-Fi']"
Terminator 3: Rise of the Machines (2003),6537,Action|Adventure|Sci-Fi,2003.0,"['Action', 'Adventure', 'Sci-Fi']"
Pirates of the Caribbean: The Curse of the Black Pearl (2003),6539,Action|Adventure|Comedy|Fantasy,2003.0,"['Action', 'Adventure', 'Comedy', 'Fantasy']"
"League of Extraordinary Gentlemen, The (a.k.a. LXG) (2003)",6541,Action|Fantasy|Sci-Fi,2003.0,"['Action', 'Fantasy', 'Sci-Fi']"
Bad Boys II (2003),6548,Action|Comedy|Crime|Thriller,2003.0,"['Action', 'Comedy', 'Crime', 'Thriller']"
Johnny English (2003),6550,Action|Comedy|Thriller,2003.0,"['Action', 'Comedy', 'Thriller']"
Loose Cannons (1990),6560,Action|Comedy,1990.0,"['Action', 'Comedy']"
Lara Croft Tomb Raider: The Cradle of Life (2003),6564,Action|Adventure|Comedy|Romance|Thriller,2003.0,"['Action', 'Adventure', 'Comedy', 'Romance', 'Thriller']"
Spy Kids 3-D: Game Over (2003),6566,Action|Adventure|Children,2003.0,"['Action', 'Adventure', 'Children']"
Eve of Destruction (1991),6574,Action|Sci-Fi|Thriller,1991.0,"['Action', 'Sci-Fi', 'Thriller']"
Kickboxer 2: The Road Back (1991),6577,Action|Drama,1991.0,"['Action', 'Drama']"
Remo Williams: The Adventure Begins (1985),6582,Action|Comedy|Crime|Thriller,1985.0,"['Action', 'Comedy', 'Crime', 'Thriller']"
"Blood of Heroes, The (Salute of the Jugger, The) (1989)",6583,Action|Sci-Fi,1989.0,"['Action', 'Sci-Fi']"
S.W.A.T. (2003),6595,Action|Thriller,2003.0,"['Action', 'Thriller']"
"Princess Blade, The (Shura Yukihime) (2001)",6597,Action|Sci-Fi,2001.0,"['Action', 'Sci-Fi']"
Freddy vs. Jason (2003),6615,Action|Horror|Thriller,2003.0,"['Action', 'Horror', 'Thriller']"
Grind (2003),6616,Action|Comedy,2003.0,"['Action', 'Comedy']"
Shaolin Soccer (Siu lam juk kau) (2001),6618,Action|Comedy,2001.0,"['Action', 'Comedy']"
Agent Cody Banks (2003),6624,Action|Adventure|Children|Fantasy,2003.0,"['Action', 'Adventure', 'Children', 'Fantasy']"
THX 1138 (1971),6645,Action|Adventure|Drama|Sci-Fi,1971.0,"['Action', 'Adventure', 'Drama', 'Sci-Fi']"
Commando (1985),6664,Action|Adventure,1985.0,"['Action', 'Adventure']"
"Medallion, The (2003)",6686,Action|Comedy|Crime|Fantasy,2003.0,"['Action', 'Comedy', 'Crime', 'Fantasy']"
Once Upon a Time in Mexico (2003),6709,Action|Adventure|Crime|Thriller,2003.0,"['Action', 'Adventure', 'Crime', 'Thriller']"
Kuffs (1992),6720,Action|Comedy|Crime,1992.0,"['Action', 'Comedy', 'Crime']"
Once Upon a Time in China (Wong Fei Hung) (1991),6721,Action|Adventure|Drama,1991.0,"['Action', 'Adventure', 'Drama']"
Once Upon a Time in China II (Wong Fei-hung Ji Yi: Naam yi dong ji keung) (1992),6722,Action|Romance,1992.0,"['Action', 'Romance']"
Once Upon a Time in China III (Wong Fei-hung tsi sam: Siwong tsangba) (1993),6723,Action,1993.0,['Action']
Underworld (2003),6754,Action|Fantasy|Horror,2003.0,"['Action', 'Fantasy', 'Horror']"
